query	top	match
1639.1356_FFGZ01000001	36	1639.5728
1639.1356_FFGZ01000001	37	1639.1948
1639.1356_FFGZ01000001	38	1639.5033
1639.1356_FFGZ01000001	39	1639.3229
1639.1356_FFGZ01000001	40	1639.1818
1639.1356_FFGZ01000001	41	1639.4266
1639.1356_FFGZ01000001	42	1639.5117
1639.1356_FFGZ01000001	43	1639.8575
1639.1356_FFGZ01000001	44	1639.8523
1639.1356_FFGZ01000001	45	1639.5733
1639.1356_FFGZ01000001	46	1400817.3
1639.1356_FFGZ01000001	47	1639.5108
1639.1356_FFGZ01000001	48	1639.4988
1639.1356_FFGZ01000001	49	1639.3231
1639.1356_FFGZ01000001	50	1639.1834
1639.1356_FFGZ01000001	51	1639.4455
1639.1356_FFGZ01000001	52	1639.5110
1639.1356_FFGZ01000001	53	1639.1278
1639.1356_FFGZ01000001	54	1639.4473
1639.1356_FFGZ01000001	55	1639.4490
1639.1356_FFGZ01000001	56	1639.4483
1639.1356_FFGZ01000001	57	1639.2131
1639.1356_FFGZ01000001	58	1639.4489
1639.1356_FFGZ01000001	59	1639.4491
1639.1356_FFGZ01000001	60	1639.1838
1639.1356_FFGZ01000001	61	1639.1102
1639.1356_FFGZ01000001	62	1639.1090
1639.1356_FFGZ01000001	63	1639.1096
1639.1356_FFGZ01000001	64	1639.1158
1639.1356_FFGZ01000001	65	1639.2137
1639.1356_FFGZ01000001	66	1639.4543
1639.1356_FFGZ01000001	67	1639.5235
1639.1356_FFGZ01000001	68	1639.4346
1639.1356_FFGZ01000001	69	1639.3432
1639.1356_FFGZ01000001	70	1639.1785
1639.1356_FFGZ01000001	71	1639.1822
1639.1356_FFGZ01000001	72	1639.5064
1639.1356_FFGZ01000001	73	1639.4482
1639.1356_FFGZ01000001	74	1639.4290
1639.1356_FFGZ01000001	75	1639.2150
1639.1356_FFGZ01000001	76	1639.4463
1639.1356_FFGZ01000001	77	1639.10236
1639.1356_FFGZ01000001	78	1639.5330
1639.1356_FFGZ01000001	79	1639.5673
1639.1356_FFGZ01000001	80	1639.5659
1639.1356_FFGZ01000001	81	1639.5264
1639.1356_FFGZ01000001	82	1639.1837
1639.1356_FFGZ01000001	83	1639.1858
1639.1356_FFGZ01000001	84	1639.1890
1639.1356_FFGZ01000001	85	1639.7042
1639.1356_FFGZ01000001	86	1639.4426
1639.1356_FFGZ01000001	87	1639.5660
1639.1356_FFGZ01000001	88	1639.5265
1639.1356_FFGZ01000001	89	1639.4258
1639.1356_FFGZ01000001	90	1639.5263
1639.1356_FFGZ01000001	91	1639.4257
1639.1356_FFGZ01000001	92	1639.4997
1639.1356_FFGZ01000001	93	1639.8533
1639.1356_FFGZ01000001	94	1639.4862
1639.1356_FFGZ01000001	95	1639.5572
1639.1356_FFGZ01000001	96	1639.1867
1639.1356_FFGZ01000001	97	1639.5665
1639.1356_FFGZ01000001	98	1639.2127
1639.1356_FFGZ01000001	99	1639.5234
1639.1356_FFGZ01000001	100	1639.4560
1639.1356_FFGZ01000001	101	1400815.3
1639.1356_FFGZ01000001	1	2651167.18
1639.1356_FFGZ01000001	2	1639.1356
1639.1356_FFGZ01000001	3	1639.1425
1639.1356_FFGZ01000001	4	1639.10241
1639.1356_FFGZ01000001	5	1639.10237
1639.1356_FFGZ01000001	6	1639.10242
1639.1356_FFGZ01000001	7	1639.8576
1639.1356_FFGZ01000001	8	1639.1199
1639.1356_FFGZ01000001	9	1639.1194
1639.1356_FFGZ01000001	10	1639.4992
1639.1356_FFGZ01000001	11	1639.1284
1639.1356_FFGZ01000001	12	1639.1159
1639.1356_FFGZ01000001	13	1639.1870
1639.1356_FFGZ01000001	14	1639.3762
1639.1356_FFGZ01000001	15	1639.3137
1639.1356_FFGZ01000001	16	1639.3652
1639.1356_FFGZ01000001	17	1639.3125
1639.1356_FFGZ01000001	18	1639.3169
1639.1356_FFGZ01000001	19	1639.3738
1639.1356_FFGZ01000001	20	1639.5119
1639.1356_FFGZ01000001	21	1639.1803
1639.1356_FFGZ01000001	22	1639.5646
1639.1356_FFGZ01000001	23	1639.4466
1639.1356_FFGZ01000001	24	1639.6096
1639.1356_FFGZ01000001	25	1639.1748
1639.1356_FFGZ01000001	26	1639.1742
1639.1356_FFGZ01000001	27	1639.1878
1639.1356_FFGZ01000001	28	1639.2141
1639.1356_FFGZ01000001	29	1639.1741
1639.1356_FFGZ01000001	30	1639.5666
1639.1356_FFGZ01000001	31	1639.6097
1639.1356_FFGZ01000001	32	1639.5151
1639.1356_FFGZ01000001	33	1639.1800
1639.1356_FFGZ01000001	34	1639.1781
1639.1356_FFGZ01000001	35	1196195.3
1639.1356_FFGZ01000001	36	1639.5728
1639.1356_FFGZ01000001	37	1639.1948
1639.1356_FFGZ01000001	38	1639.5033
1639.1356_FFGZ01000001	39	1639.3229
1639.1356_FFGZ01000001	40	1639.1818
1639.1356_FFGZ01000001	41	1639.4266
1639.1356_FFGZ01000001	42	1639.5117
1639.1356_FFGZ01000001	43	1639.8575
1639.1356_FFGZ01000001	44	1639.8523
1639.1356_FFGZ01000001	45	1639.5733
1639.1356_FFGZ01000001	46	1400817.3
1639.1356_FFGZ01000001	47	1639.5108
1639.1356_FFGZ01000001	48	1639.4988
1639.1356_FFGZ01000001	49	1639.3231
1639.1356_FFGZ01000001	50	1639.1834
1639.1356_FFGZ01000001	51	1639.4455
1639.1356_FFGZ01000001	52	1639.5110
1639.1356_FFGZ01000001	53	1639.1278
1639.1356_FFGZ01000001	54	1639.1838
1639.1356_FFGZ01000001	55	1639.1102
1639.1356_FFGZ01000001	56	1639.1090
1639.1356_FFGZ01000001	57	1639.1096
1639.1356_FFGZ01000001	58	1639.1158
1639.1356_FFGZ01000001	59	1639.2137
1639.1356_FFGZ01000001	60	1639.4346
1639.1356_FFGZ01000001	61	1639.3432
1639.1356_FFGZ01000001	62	1639.1785
1639.1356_FFGZ01000001	63	1639.1822
1639.1356_FFGZ01000001	64	1639.5064
1639.1356_FFGZ01000001	65	1639.4290
1639.1356_FFGZ01000001	66	1639.2150
1639.1356_FFGZ01000001	67	1639.4463
1639.1356_FFGZ01000001	68	1639.10236
1639.1356_FFGZ01000001	69	1639.1837
1639.1356_FFGZ01000001	70	1639.1858
1639.1356_FFGZ01000001	71	1639.1890
1639.1356_FFGZ01000001	72	1639.7042
1639.1356_FFGZ01000001	73	1639.4426
1639.1356_FFGZ01000001	74	1639.4997
1639.1356_FFGZ01000001	75	1639.8533
1639.1356_FFGZ01000001	76	1639.4862
1639.1356_FFGZ01000001	77	1639.5572
1639.1356_FFGZ01000001	78	1639.1867
1639.1356_FFGZ01000001	79	1639.4560
1639.1356_FFGZ01000001	80	1400815.3
1639.1356_FFGZ01000001	81	1639.2655
1639.1356_FFGZ01000001	82	932920.3
1639.1356_FFGZ01000001	83	1639.2654
1639.1356_FFGZ01000001	84	1639.7179
1639.1356_FFGZ01000001	85	1639.3763
1639.1356_FFGZ01000001	86	1639.3373
1639.1356_FFGZ01000001	87	1639.3136
1639.1356_FFGZ01000001	88	1639.8209
1639.1356_FFGZ01000001	89	1639.3365
1639.1356_FFGZ01000001	90	1639.3370
1639.1356_FFGZ01000001	91	1639.3378
1639.1356_FFGZ01000001	92	1639.3166
1639.1356_FFGZ01000001	93	1639.3465
1639.1356_FFGZ01000001	94	1639.3759
1639.1356_FFGZ01000001	95	1639.1126
1639.1356_FFGZ01000001	96	1639.3343
1639.1356_FFGZ01000001	97	1639.3154
1639.1356_FFGZ01000001	98	1639.5116
1639.1356_FFGZ01000001	99	1639.7756
1639.1356_FFGZ01000001	100	1639.3340
1639.1356_FFGZ01000001	101	1639.3685
1639.1356_FFGZ01000001	1	91560.13
1639.1356_FFGZ01000001	2	1639.1356
1639.1356_FFGZ01000001	3	1639.1425
1639.1356_FFGZ01000001	4	1639.10241
1639.1356_FFGZ01000001	5	1639.10237
1639.1356_FFGZ01000001	6	1639.10242
1639.1356_FFGZ01000001	7	1639.8576
1639.1356_FFGZ01000001	8	1639.1199
1639.1356_FFGZ01000001	9	1639.1194
1639.1356_FFGZ01000001	10	1639.4992
1639.1356_FFGZ01000001	11	1639.1284
1639.1356_FFGZ01000001	12	1639.1159
1639.1356_FFGZ01000001	13	1639.1870
1639.1356_FFGZ01000001	14	1639.3762
1639.1356_FFGZ01000001	15	1639.3137
1639.1356_FFGZ01000001	16	1639.3652
1639.1356_FFGZ01000001	17	1639.3125
1639.1356_FFGZ01000001	18	1639.3169
1639.1356_FFGZ01000001	19	1639.3738
1639.1356_FFGZ01000001	20	1639.5119
1639.1356_FFGZ01000001	21	1639.1803
1639.1356_FFGZ01000001	22	1639.5646
1639.1356_FFGZ01000001	23	1639.4466
1639.1356_FFGZ01000001	24	1639.6096
1639.1356_FFGZ01000001	25	1639.1748
1639.1356_FFGZ01000001	26	1639.1742
1639.1356_FFGZ01000001	27	1639.1878
1639.1356_FFGZ01000001	28	1639.2141
1639.1356_FFGZ01000001	29	1639.1741
1639.1356_FFGZ01000001	30	1639.5666
1639.1356_FFGZ01000001	31	1639.6097
1639.1356_FFGZ01000001	32	1639.5151
1639.1356_FFGZ01000001	33	1639.1800
1639.1356_FFGZ01000001	34	1639.1781
1639.1356_FFGZ01000001	35	1196195.3
1639.1356_FFGZ01000001	36	1639.5728
1639.1356_FFGZ01000001	37	1639.1948
1639.1356_FFGZ01000001	38	1639.5033
1639.1356_FFGZ01000001	39	1639.3229
1639.1356_FFGZ01000001	40	1639.1818
1639.1356_FFGZ01000001	41	1639.4266
1639.1356_FFGZ01000001	42	1639.5117
1639.1356_FFGZ01000001	43	1639.8575
1639.1356_FFGZ01000001	44	1639.8523
1639.1356_FFGZ01000001	45	1639.5733
1639.1356_FFGZ01000001	46	1400817.3
1639.1356_FFGZ01000001	47	1639.5108
1639.1356_FFGZ01000001	48	1639.4988
1639.1356_FFGZ01000001	49	1639.3231
1639.1356_FFGZ01000001	50	1639.1834
1639.1356_FFGZ01000001	51	1639.4455
1639.1356_FFGZ01000001	52	1639.5110
1639.1356_FFGZ01000001	53	1639.1278
1639.1356_FFGZ01000001	54	1639.1838
1639.1356_FFGZ01000001	55	1639.1102
1639.1356_FFGZ01000001	56	1639.1090
1639.1356_FFGZ01000001	57	1639.1096
1639.1356_FFGZ01000001	58	1639.1158
1639.1356_FFGZ01000001	59	1639.2137
1639.1356_FFGZ01000001	60	1639.4346
1639.1356_FFGZ01000001	61	1639.3432
1639.1356_FFGZ01000001	62	1639.1785
1639.1356_FFGZ01000001	63	1639.1822
1639.1356_FFGZ01000001	64	1639.5064
1639.1356_FFGZ01000001	65	1639.4290
1639.1356_FFGZ01000001	66	1639.2150
1639.1356_FFGZ01000001	67	1639.4463
1639.1356_FFGZ01000001	68	1639.10236
1639.1356_FFGZ01000001	69	1639.1837
1639.1356_FFGZ01000001	70	1639.1858
1639.1356_FFGZ01000001	71	1639.1890
1639.1356_FFGZ01000001	72	1639.7042
1639.1356_FFGZ01000001	73	1639.4426
1639.1356_FFGZ01000001	74	1639.4997
1639.1356_FFGZ01000001	75	1639.8533
1639.1356_FFGZ01000001	76	1639.4862
1639.1356_FFGZ01000001	77	1639.5572
1639.1356_FFGZ01000001	78	1639.1867
1639.1356_FFGZ01000001	79	1639.4560
1639.1356_FFGZ01000001	80	1400815.3
1639.1356_FFGZ01000001	81	1639.2655
1639.1356_FFGZ01000001	82	932920.3
1639.1356_FFGZ01000001	83	1639.2654
1639.1356_FFGZ01000001	84	1639.7179
1639.1356_FFGZ01000001	85	1639.3763
1639.1356_FFGZ01000001	86	1639.3373
1639.1356_FFGZ01000001	87	1639.3136
1639.1356_FFGZ01000001	88	1639.8209
1639.1356_FFGZ01000001	89	1639.3365
1639.1356_FFGZ01000001	90	1639.3370
1639.1356_FFGZ01000001	91	1639.3378
1639.1356_FFGZ01000001	92	1639.3166
1639.1356_FFGZ01000001	93	1639.3465
1639.1356_FFGZ01000001	94	1639.3759
1639.1356_FFGZ01000001	95	1639.1126
1639.1356_FFGZ01000001	96	1639.3343
1639.1356_FFGZ01000001	97	1639.3154
1639.1356_FFGZ01000001	98	1639.5116
1639.1356_FFGZ01000001	99	1639.7756
1639.1356_FFGZ01000001	100	1639.3340
1639.1356_FFGZ01000001	101	1639.3685
1639.1356_FFGZ01000001	1	575426.475
1639.1356_FFGZ01000001	2	1639.1356
1639.1356_FFGZ01000001	3	1639.1425
1639.1356_FFGZ01000001	4	1639.10241
1639.1356_FFGZ01000001	5	1639.10237
1639.1356_FFGZ01000001	6	1639.10242
1639.1356_FFGZ01000001	7	1639.8576
1639.1356_FFGZ01000001	8	1639.1199
1639.1356_FFGZ01000001	9	1639.1194
1639.1356_FFGZ01000001	10	1639.4992
1639.1356_FFGZ01000001	11	1639.1284
1639.1356_FFGZ01000001	12	1639.1159
1639.1356_FFGZ01000001	13	1639.1870
1639.1356_FFGZ01000001	14	1639.3762
1639.1356_FFGZ01000001	15	1639.3137
1639.1356_FFGZ01000001	16	1639.3652
1639.1356_FFGZ01000001	17	1639.3125
1639.1356_FFGZ01000001	18	1639.3169
1639.1356_FFGZ01000001	19	1639.3738
1639.1356_FFGZ01000001	20	1639.5119
1639.1356_FFGZ01000001	21	1639.1803
1639.1356_FFGZ01000001	22	1639.5646
1639.1356_FFGZ01000001	23	1639.4466
1639.1356_FFGZ01000001	24	1639.6096
1639.1356_FFGZ01000001	25	1639.1748
1639.1356_FFGZ01000001	26	1639.1742
1639.1356_FFGZ01000001	27	1639.1878
1639.1356_FFGZ01000001	28	1639.2141
1639.1356_FFGZ01000001	29	1639.1741
1639.1356_FFGZ01000001	30	1639.5666
1639.1356_FFGZ01000001	31	1639.6097
1639.1356_FFGZ01000001	32	1639.5151
1639.1356_FFGZ01000001	33	1639.1800
1639.1356_FFGZ01000001	34	1639.1781
1639.1356_FFGZ01000001	35	1196195.3
1639.1356_FFGZ01000001	36	1639.5728
1639.1356_FFGZ01000001	37	1639.1948
1639.1356_FFGZ01000001	38	1639.5033
1639.1356_FFGZ01000001	39	1639.3229
1639.1356_FFGZ01000001	40	1639.1818
1639.1356_FFGZ01000001	41	1639.4266
1639.1356_FFGZ01000001	42	1639.5117
1639.1356_FFGZ01000001	43	1639.8575
1639.1356_FFGZ01000001	44	1639.8523
1639.1356_FFGZ01000001	45	1639.5733
1639.1356_FFGZ01000001	46	1400817.3
1639.1356_FFGZ01000001	47	1639.5108
1639.1356_FFGZ01000001	48	1639.4988
1639.1356_FFGZ01000001	49	1639.3231
1639.1356_FFGZ01000001	50	1639.1834
1639.1356_FFGZ01000001	51	1639.4455
1639.1356_FFGZ01000001	52	1639.5110
1639.1356_FFGZ01000001	53	1639.1278
1639.1356_FFGZ01000001	54	1639.1838
1639.1356_FFGZ01000001	55	1639.1102
1639.1356_FFGZ01000001	56	1639.1090
1639.1356_FFGZ01000001	57	1639.1096
1639.1356_FFGZ01000001	58	1639.1158
1639.1356_FFGZ01000001	59	1639.2137
1639.1356_FFGZ01000001	60	1639.4346
1639.1356_FFGZ01000001	61	1639.3432
1639.1356_FFGZ01000001	62	1639.1785
1639.1356_FFGZ01000001	63	1639.1822
1639.1356_FFGZ01000001	64	1639.5064
1639.1356_FFGZ01000001	65	1639.4290
1639.1356_FFGZ01000001	66	1639.2150
1639.1356_FFGZ01000001	67	1639.4463
1639.1356_FFGZ01000001	68	1639.10236
1639.1356_FFGZ01000001	69	1639.1837
1639.1356_FFGZ01000001	70	1639.1858
1639.1356_FFGZ01000001	71	1639.1890
1639.1356_FFGZ01000001	72	1639.7042
1639.1356_FFGZ01000001	73	1639.4426
1639.1356_FFGZ01000001	74	1639.4997
1639.1356_FFGZ01000001	75	1639.8533
1639.1356_FFGZ01000001	76	1639.4862
1639.1356_FFGZ01000001	77	1639.5572
1639.1356_FFGZ01000001	78	1639.1867
1639.1356_FFGZ01000001	79	1639.4560
1639.1356_FFGZ01000001	80	1400815.3
1639.1356_FFGZ01000001	81	1639.2655
1639.1356_FFGZ01000001	82	932920.3
1639.1356_FFGZ01000001	83	1639.2654
1639.1356_FFGZ01000001	84	1639.7179
1639.1356_FFGZ01000001	85	1639.3763
1639.1356_FFGZ01000001	86	1639.3373
1639.1356_FFGZ01000001	87	1639.3136
1639.1356_FFGZ01000001	88	1639.8209
1639.1356_FFGZ01000001	89	1639.3365
1639.1356_FFGZ01000001	90	1639.3370
1639.1356_FFGZ01000001	91	1639.3378
1639.1356_FFGZ01000001	92	1639.3166
1639.1356_FFGZ01000001	93	1639.3465
1639.1356_FFGZ01000001	94	1639.3759
1639.1356_FFGZ01000001	95	1639.1126
1639.1356_FFGZ01000001	96	1639.3343
1639.1356_FFGZ01000001	97	1639.3154
1639.1356_FFGZ01000001	98	1639.5116
1639.1356_FFGZ01000001	99	1639.7756
1639.1356_FFGZ01000001	100	1639.3340
1639.1356_FFGZ01000001	101	1639.3685
1639.1356_FFGZ01000001	1	77133.2116
1639.1356_FFGZ01000001	2	1639.1356
1639.1356_FFGZ01000001	3	1639.1425
1639.1356_FFGZ01000001	4	1639.10241
1639.1356_FFGZ01000001	5	1639.10237
1639.1356_FFGZ01000001	6	1639.10242
1639.1356_FFGZ01000001	7	1639.8576
1639.1356_FFGZ01000001	8	1639.1199
1639.1356_FFGZ01000001	9	1639.1194
1639.1356_FFGZ01000001	10	1639.4992
1639.1356_FFGZ01000001	11	1639.1284
1639.1356_FFGZ01000001	12	1639.1159
1639.1356_FFGZ01000001	13	1639.1870
1639.1356_FFGZ01000001	14	1639.3762
1639.1356_FFGZ01000001	15	1639.3137
1639.1356_FFGZ01000001	16	1639.3652
1639.1356_FFGZ01000001	17	1639.3125
1639.1356_FFGZ01000001	18	1639.3169
1639.1356_FFGZ01000001	19	1639.3738
1639.1356_FFGZ01000001	20	1639.5119
1639.1356_FFGZ01000001	21	1639.1803
1639.1356_FFGZ01000001	22	1639.5646
1639.1356_FFGZ01000001	23	1639.4466
1639.1356_FFGZ01000001	24	1639.6096
1639.1356_FFGZ01000001	25	1639.1748
1639.1356_FFGZ01000001	26	1639.1742
1639.1356_FFGZ01000001	27	1639.1878
1639.1356_FFGZ01000001	28	1639.2141
1639.1356_FFGZ01000001	29	1639.1741
1639.1356_FFGZ01000001	30	1639.5666
1639.1356_FFGZ01000001	31	1639.6097
1639.1356_FFGZ01000001	32	1639.5151
1639.1356_FFGZ01000001	33	1639.1800
1639.1356_FFGZ01000001	34	1639.1781
1639.1356_FFGZ01000001	35	1196195.3
1639.1356_FFGZ01000001	36	1639.5728
1639.1356_FFGZ01000001	37	1639.1948
1639.1356_FFGZ01000001	38	1639.5033
1639.1356_FFGZ01000001	39	1639.3229
1639.1356_FFGZ01000001	40	1639.1818
1639.1356_FFGZ01000001	41	1639.4266
1639.1356_FFGZ01000001	42	1639.5117
1639.1356_FFGZ01000001	43	1639.8575
1639.1356_FFGZ01000001	44	1639.8523
1639.1356_FFGZ01000001	45	1639.5733
1639.1356_FFGZ01000001	46	1400817.3
1639.1356_FFGZ01000001	47	1639.5108
1639.1356_FFGZ01000001	48	1639.4988
1639.1356_FFGZ01000001	49	1639.3231
1639.1356_FFGZ01000001	50	1639.1834
1639.1356_FFGZ01000001	51	1639.4455
1639.1356_FFGZ01000001	52	1639.5110
1639.1356_FFGZ01000001	53	1639.1278
1639.1356_FFGZ01000001	54	1639.1838
1639.1356_FFGZ01000001	55	1639.1102
1639.1356_FFGZ01000001	56	1639.1090
1639.1356_FFGZ01000001	57	1639.1096
1639.1356_FFGZ01000001	58	1639.1158
1639.1356_FFGZ01000001	59	1639.2137
1639.1356_FFGZ01000001	60	1639.4346
1639.1356_FFGZ01000001	61	1639.3432
1639.1356_FFGZ01000001	62	1639.1785
1639.1356_FFGZ01000001	63	1639.1822
1639.1356_FFGZ01000001	64	1639.5064
1639.1356_FFGZ01000001	65	1639.4290
1639.1356_FFGZ01000001	66	1639.2150
1639.1356_FFGZ01000001	67	1639.4463
1639.1356_FFGZ01000001	68	1639.10236
1639.1356_FFGZ01000001	69	1639.1837
1639.1356_FFGZ01000001	70	1639.1858
1639.1356_FFGZ01000001	71	1639.1890
1639.1356_FFGZ01000001	72	1639.7042
1639.1356_FFGZ01000001	73	1639.4426
1639.1356_FFGZ01000001	74	1639.4997
1639.1356_FFGZ01000001	75	1639.8533
1639.1356_FFGZ01000001	76	1639.4862
1639.1356_FFGZ01000001	77	1639.5572
1639.1356_FFGZ01000001	78	1639.1867
1639.1356_FFGZ01000001	79	1639.4560
1639.1356_FFGZ01000001	80	1400815.3
1639.1356_FFGZ01000001	81	1639.2655
1639.1356_FFGZ01000001	82	932920.3
1639.1356_FFGZ01000001	83	1639.2654
1639.1356_FFGZ01000001	84	1639.7179
1639.1356_FFGZ01000001	85	1639.3763
1639.1356_FFGZ01000001	86	1639.3373
1639.1356_FFGZ01000001	87	1639.3136
1639.1356_FFGZ01000001	88	1639.8209
1639.1356_FFGZ01000001	89	1639.3365
1639.1356_FFGZ01000001	90	1639.3370
1639.1356_FFGZ01000001	91	1639.3378
1639.1356_FFGZ01000001	92	1639.3166
1639.1356_FFGZ01000001	93	1639.3465
1639.1356_FFGZ01000001	94	1639.3759
1639.1356_FFGZ01000001	95	1639.1126
1639.1356_FFGZ01000001	96	1639.3343
1639.1356_FFGZ01000001	97	1639.3154
1639.1356_FFGZ01000001	98	1639.5116
1639.1356_FFGZ01000001	99	1639.7756
1639.1356_FFGZ01000001	100	1639.3340
1639.1356_FFGZ01000001	101	1639.3685
1639.1356_FFGZ01000001	1	2024896.98
1639.1356_FFGZ01000001	2	1639.1356
1639.1356_FFGZ01000001	3	1639.1425
1639.1356_FFGZ01000001	4	1639.10241
1639.1356_FFGZ01000001	5	1639.10237
1639.1356_FFGZ01000001	6	1639.10242
1639.1356_FFGZ01000001	7	1639.8576
1639.1356_FFGZ01000001	8	1639.1199
1639.1356_FFGZ01000001	9	1639.1194
1639.1356_FFGZ01000001	10	1639.4992
1639.1356_FFGZ01000001	11	1639.1284
1639.1356_FFGZ01000001	12	1639.1159
1639.1356_FFGZ01000001	13	1639.1870
1639.1356_FFGZ01000001	14	1639.3762
1639.1356_FFGZ01000001	15	1639.3137
1639.1356_FFGZ01000001	16	1639.3652
1639.1356_FFGZ01000001	17	1639.3125
1639.1356_FFGZ01000001	18	1639.3169
1639.1356_FFGZ01000001	19	1639.3738
1639.1356_FFGZ01000001	20	1639.5119
1639.1356_FFGZ01000001	21	1639.1803
1639.1356_FFGZ01000001	22	1639.5646
1639.1356_FFGZ01000001	23	1639.4466
1639.1356_FFGZ01000001	24	1639.6096
1639.1356_FFGZ01000001	25	1639.1748
1639.1356_FFGZ01000001	26	1639.1742
1639.1356_FFGZ01000001	27	1639.1878
1639.1356_FFGZ01000001	28	1639.2141
1639.1356_FFGZ01000001	29	1639.1741
1639.1356_FFGZ01000001	30	1639.5666
1639.1356_FFGZ01000001	31	1639.6097
1639.1356_FFGZ01000001	32	1639.5151
1639.1356_FFGZ01000001	33	1639.1800
1639.1356_FFGZ01000001	34	1639.1781
1639.1356_FFGZ01000001	35	1639.5728
1639.1356_FFGZ01000001	36	1639.1948
1639.1356_FFGZ01000001	37	1639.5033
1639.1356_FFGZ01000001	38	1639.3229
1639.1356_FFGZ01000001	39	1639.1818
1639.1356_FFGZ01000001	40	1639.4266
1639.1356_FFGZ01000001	41	1639.5117
1639.1356_FFGZ01000001	42	1639.8575
1639.1356_FFGZ01000001	43	1639.8523
1639.1356_FFGZ01000001	44	1639.5733
1639.1356_FFGZ01000001	45	1400817.3
1639.1356_FFGZ01000001	46	1639.5108
1639.1356_FFGZ01000001	47	1639.4988
1639.1356_FFGZ01000001	48	1639.3231
1639.1356_FFGZ01000001	49	1639.1834
1639.1356_FFGZ01000001	50	1639.4455
1639.1356_FFGZ01000001	51	1639.5110
1639.1356_FFGZ01000001	52	1639.1278
1639.1356_FFGZ01000001	53	1639.1838
1639.1356_FFGZ01000001	54	1639.1102
1639.1356_FFGZ01000001	55	1639.1090
1639.1356_FFGZ01000001	56	1639.1096
1639.1356_FFGZ01000001	57	1639.1158
1639.1356_FFGZ01000001	58	1639.2137
1639.1356_FFGZ01000001	59	1639.4346
1639.1356_FFGZ01000001	60	1639.3432
1639.1356_FFGZ01000001	61	1639.1785
1639.1356_FFGZ01000001	62	1639.1822
1639.1356_FFGZ01000001	63	1639.5064
1639.1356_FFGZ01000001	64	1639.4290
1639.1356_FFGZ01000001	65	1639.2150
1639.1356_FFGZ01000001	66	1639.4463
1639.1356_FFGZ01000001	67	1639.10236
1639.1356_FFGZ01000001	68	1639.1837
1639.1356_FFGZ01000001	69	1639.1858
1639.1356_FFGZ01000001	70	1639.1890
1639.1356_FFGZ01000001	71	1639.7042
1639.1356_FFGZ01000001	72	1639.4426
1639.1356_FFGZ01000001	73	1639.4997
1639.1356_FFGZ01000001	74	1639.8533
1639.1356_FFGZ01000001	75	1639.4862
1639.1356_FFGZ01000001	76	1639.5572
1639.1356_FFGZ01000001	77	1639.1867
1639.1356_FFGZ01000001	78	1639.4560
1639.1356_FFGZ01000001	79	1400815.3
1639.1356_FFGZ01000001	80	1639.2655
1639.1356_FFGZ01000001	81	932920.3
1639.1356_FFGZ01000001	82	1639.2654
1639.1356_FFGZ01000001	83	1639.7179
1639.1356_FFGZ01000001	84	1639.3763
1639.1356_FFGZ01000001	85	1639.3373
1639.1356_FFGZ01000001	86	1639.3136
1639.1356_FFGZ01000001	87	1639.8209
1639.1356_FFGZ01000001	88	1639.3365
1639.1356_FFGZ01000001	89	1639.3370
1639.1356_FFGZ01000001	90	1639.3378
1639.1356_FFGZ01000001	91	1639.3166
1639.1356_FFGZ01000001	92	1639.3465
1639.1356_FFGZ01000001	93	1639.3759
1639.1356_FFGZ01000001	94	1639.1126
1639.1356_FFGZ01000001	95	1639.3343
1639.1356_FFGZ01000001	96	1639.3154
1639.1356_FFGZ01000001	97	1639.5116
1639.1356_FFGZ01000001	98	1639.7756
1639.1356_FFGZ01000001	99	1639.3340
1639.1356_FFGZ01000001	100	1639.3685
1639.1356_FFGZ01000001	101	1639.1131
1639.1356_FFGZ01000001	1	1352.2851
1639.1356_FFGZ01000001	2	1639.1356
1639.1356_FFGZ01000001	3	1639.1425
1639.1356_FFGZ01000001	4	1639.10241
1639.1356_FFGZ01000001	5	1639.10237
1639.1356_FFGZ01000001	6	1639.10242
1639.1356_FFGZ01000001	7	1639.8576
1639.1356_FFGZ01000001	8	1639.1199
1639.1356_FFGZ01000001	9	1639.1194
1639.1356_FFGZ01000001	10	1639.4992
1639.1356_FFGZ01000001	11	1639.1284
1639.1356_FFGZ01000001	12	1639.1159
1639.1356_FFGZ01000001	13	1639.1870
1639.1356_FFGZ01000001	14	1639.3762
1639.1356_FFGZ01000001	15	1639.3137
1639.1356_FFGZ01000001	16	1639.3652
1639.1356_FFGZ01000001	17	1639.3125
1639.1356_FFGZ01000001	18	1639.3169
1639.1356_FFGZ01000001	19	1639.3738
1639.1356_FFGZ01000001	20	1639.5119
1639.1356_FFGZ01000001	21	1639.1803
1639.1356_FFGZ01000001	22	1639.5646
1639.1356_FFGZ01000001	23	1639.4466
1639.1356_FFGZ01000001	24	1639.6096
1639.1356_FFGZ01000001	25	1639.1748
1639.1356_FFGZ01000001	26	1639.1742
1639.1356_FFGZ01000001	27	1639.1878
1639.1356_FFGZ01000001	28	1639.2141
1639.1356_FFGZ01000001	29	1639.1741
1639.1356_FFGZ01000001	30	1639.5666
1639.1356_FFGZ01000001	31	1639.6097
1639.1356_FFGZ01000001	32	1639.1800
1639.1356_FFGZ01000001	33	1639.1781
1639.1356_FFGZ01000001	34	1639.5728
1639.1356_FFGZ01000001	35	1639.1948
1639.1356_FFGZ01000001	36	1639.5033
1639.1356_FFGZ01000001	37	1639.3229
